3.500000000000000000e+02	1.219371054321527481e-02
3.510000000000000000e+02	1.221177633851766586e-02
3.520000000000000000e+02	1.222572196274995804e-02
3.530000000000000000e+02	1.223554927855730057e-02
3.540000000000000000e+02	1.224125735461711884e-02
3.550000000000000000e+02	1.224284619092941284e-02
3.560000000000000000e+02	1.224031485617160797e-02
3.570000000000000000e+02	1.223431061953306198e-02
3.580000000000000000e+02	1.222393196076154709e-02
3.590000000000000000e+02	1.220899820327758789e-02
3.600000000000000000e+02	1.219461299479007721e-02
3.610000000000000000e+02	1.217925548553466797e-02
3.620000000000000000e+02	1.217283494770526886e-02
3.630000000000000000e+02	1.216866262257099152e-02
3.640000000000000000e+02	1.215307414531707764e-02
3.650000000000000000e+02	1.215199287980794907e-02
3.660000000000000000e+02	1.216555014252662659e-02
3.670000000000000000e+02	1.216760557144880295e-02
3.680000000000000000e+02	1.216282974928617477e-02
3.690000000000000000e+02	1.215683016926050186e-02
3.700000000000000000e+02	1.215704809874296188e-02
3.710000000000000000e+02	1.215672120451927185e-02
3.720000000000000000e+02	1.215336658060550690e-02
3.730000000000000000e+02	1.215225271880626678e-02
3.740000000000000000e+02	1.216393988579511642e-02
3.750000000000000000e+02	1.216891501098871231e-02
3.760000000000000000e+02	1.216785516589879990e-02
3.770000000000000000e+02	1.217890996485948563e-02
3.780000000000000000e+02	1.219214778393507004e-02
3.790000000000000000e+02	1.220026705414056778e-02
3.800000000000000000e+02	1.221108622848987579e-02
3.810000000000000000e+02	1.223200466483831406e-02
3.820000000000000000e+02	1.225164998322725296e-02
3.830000000000000000e+02	1.227023545652627945e-02
3.840000000000000000e+02	1.229299604892730713e-02
3.850000000000000000e+02	1.231760159134864807e-02
3.860000000000000000e+02	1.233745086938142776e-02
3.870000000000000000e+02	1.234916225075721741e-02
3.880000000000000000e+02	1.236888580024242401e-02
3.890000000000000000e+02	1.240500248968601227e-02
3.900000000000000000e+02	1.245326641947031021e-02
3.910000000000000000e+02	1.250641699880361557e-02
3.920000000000000000e+02	1.256701350212097168e-02
3.930000000000000000e+02	1.263797096908092499e-02
3.940000000000000000e+02	1.270445995032787323e-02
3.950000000000000000e+02	1.276978943496942520e-02
3.960000000000000000e+02	1.284001581370830536e-02
3.970000000000000000e+02	1.290926989167928696e-02
3.980000000000000000e+02	1.297621894627809525e-02
3.990000000000000000e+02	1.304748747497797012e-02
4.000000000000000000e+02	1.313017029315233231e-02
4.010000000000000000e+02	1.322641316801309586e-02
4.020000000000000000e+02	1.333834510296583176e-02
4.030000000000000000e+02	1.346008758991956711e-02
4.040000000000000000e+02	1.358409970998764038e-02
4.050000000000000000e+02	1.371601875871419907e-02
4.060000000000000000e+02	1.385215576738119125e-02
