# Wavelength_nm	Reflectance
4.429599999999999795e+02	2.807102550034011948e-02
4.820400000000000205e+02	2.992378816348164813e-02
5.614099999999999682e+02	5.884901981819574968e-02
6.545900000000000318e+02	3.439899233991944999e-02
8.646699999999999591e+02	3.593022546033232678e-01
1.373430000000000064e+03	1.803182146218344772e-01
1.608859999999999900e+03	1.488326354905855908e-01
2.200730000000000018e+03	6.274984639958561261e-02
