wavelength	P1	P2	P3	P4	P5	P6	P7	P8	P9
848	0.358783867	0.630278076	0.394782768	0.498269646	0.413635018	0.317143599	0.483427991	0.445836698	0.400118235
849	0.358924012	0.630564017	0.395029484	0.498584963	0.413844224	0.317317254	0.483723929	0.446078587	0.400312563
850	0.359093248	0.630892141	0.395310537	0.498899458	0.414092712	0.317521535	0.484025675	0.44634021	0.400541798
851	0.359291087	0.631282734	0.395618729	0.499209758	0.414392651	0.317748917	0.484351139	0.446627649	0.400821269
852	0.359512587	0.631709997	0.395932628	0.499524327	0.414721307	0.317990992	0.484689612	0.446923996	0.401130336
853	0.359744127	0.632161293	0.396241216	0.499852331	0.415051421	0.318236656	0.485030672	0.447222362	0.401439576
854	0.359966913	0.632610894	0.396535886	0.500190992	0.415356421	0.318474698	0.485377585	0.447525886	0.401736842
855	0.360179539	0.633029948	0.396827974	0.500530175	0.415642832	0.318706683	0.485728647	0.447820923	0.402022184
856	0.36038179	0.633439502	0.39712106	0.500867529	0.415922221	0.318941572	0.486075071	0.448107898	0.402307265
857	0.360579007	0.633853887	0.39741376	0.501206346	0.4161947	0.319178442	0.486412753	0.448397965	0.402596565
858	0.360760352	0.634227708	0.397684093	0.501546186	0.416446473	0.319398941	0.486729098	0.448667227	0.402861598
859	0.360898148	0.634502587	0.397899068	0.501877067	0.416635241	0.319568538	0.487013604	0.448891021	0.403058015
860	0.360991533	0.634682154	0.398078145	0.502187295	0.41676013	0.319691464	0.487266494	0.449073756	0.403185206
861	0.36109146	0.634859156	0.398265706	0.50248782	0.416902416	0.319833213	0.487500523	0.449255065	0.403311387
862	0.361222665	0.635099667	0.398489151	0.502767378	0.417097564	0.320012931	0.487733103	0.449455438	0.403487819
863	0.361372289	0.635396403	0.398727802	0.503026684	0.41733403	0.320204494	0.487975379	0.449667146	0.403705441
864	0.361527656	0.635700342	0.398951393	0.503278575	0.417578621	0.320393346	0.488217205	0.449874271	0.40393053
865	0.361669425	0.63600084	0.399169076	0.50352025	0.417804661	0.32057194	0.488453479	0.450082479	0.404136993
866	0.361795503	0.636282916	0.399375605	0.503749925	0.418012253	0.320737155	0.488675525	0.450290063	0.404330905
867	0.361913429	0.636521325	0.399574121	0.503964888	0.418208204	0.320891506	0.488880917	0.450484063	0.404515395
868	0.362018255	0.636733006	0.399764073	0.50416711	0.418386295	0.32103978	0.489074809	0.450669081	0.404685419
869	0.362107208	0.636915489	0.399929045	0.504366737	0.418536319	0.321180353	0.489259735	0.45084515	0.40483378
870	0.362173731	0.637047849	0.40006664	0.504558508	0.418652701	0.321296747	0.48942639	0.450999107	0.404949011
871	0.362204625	0.637121926	0.400167388	0.504733976	0.418721976	0.321370704	0.489562752	0.451118885	0.405016182
872	0.362217222	0.637169526	0.400253744	0.504892711	0.418762788	0.321431998	0.489676685	0.451205805	0.405047271
873	0.362228327	0.637216647	0.40034478	0.505037202	0.418808521	0.32150082	0.489767435	0.451277199	0.405066347
874	0.362246047	0.637272184	0.400441883	0.50515842	0.418860863	0.321570656	0.489842052	0.451340739	0.405100308
875	0.362265267	0.637328024	0.400530466	0.505262811	0.418908145	0.321626147	0.489912021	0.451387859	0.405153162
876	0.362243855	0.637328617	0.400576015	0.505303463	0.418919203	0.321649326	0.489931551	0.451391264	0.405165861
877	0.362237039	0.637362432	0.400649438	0.505364546	0.418948364	0.321690424	0.489964095	0.451422689	0.405193168
878	0.362247943	0.637397067	0.400727346	0.505452724	0.418986011	0.321736228	0.489993989	0.451466407	0.405243462
879	0.362257594	0.637430657	0.400815288	0.505549314	0.419023989	0.321794293	0.490019197	0.451518281	0.405290993
880	0.362265707	0.637448207	0.40090607	0.505639266	0.419056017	0.321857473	0.490055535	0.451574241	0.4053228
881	0.362274803	0.637444085	0.40097807	0.505726477	0.419078956	0.3219173	0.490101402	0.451631359	0.405345358
882	0.362276268	0.63742748	0.401039114	0.505811608	0.419094392	0.321968013	0.490135926	0.45168422	0.405366202
883	0.362279581	0.637412923	0.401095668	0.505882127	0.419097491	0.3220058	0.490161763	0.451727083	0.405384078
884	0.362275342	0.637388394	0.401143521	0.505931093	0.419076956	0.322036509	0.490180535	0.451749866	0.405377053
885	0.362237033	0.637319587	0.401166909	0.505955232	0.419030334	0.322047948	0.490168339	0.451745302	0.405327656
886	0.36217186	0.637196872	0.401145208	0.505944498	0.418943874	0.322026028	0.490113971	0.451706533	0.405265326
887	0.362071424	0.637019387	0.401081997	0.505882371	0.418815958	0.321966401	0.490012279	0.451612993	0.405173111
888	0.36191784	0.636766799	0.40097284	0.505758454	0.418652187	0.321868439	0.489843007	0.451466725	0.405007316
889	0.361765191	0.636506343	0.40086846	0.505675101	0.418494583	0.321760703	0.489665353	0.45135089	0.404835689
890	0.361579052	0.636169826	0.400738897	0.505574619	0.418298924	0.321620604	0.489424263	0.451203218	0.40463238
891	0.361345515	0.635771698	0.400584535	0.505430104	0.418064464	0.321458896	0.489118733	0.451026282	0.404387618
892	0.361077164	0.635314671	0.400391276	0.505240529	0.417792617	0.321262467	0.488766781	0.450837709	0.404106651
893	0.360791376	0.634812546	0.40017242	0.505009528	0.417496085	0.321034587	0.488361485	0.450635023	0.403788095
894	0.360496261	0.634300438	0.399956661	0.504761141	0.417192763	0.32079781	0.487917589	0.450422277	0.403469643
895	0.36022299	0.633835042	0.399774267	0.504502782	0.416914824	0.320583991	0.487479556	0.450217363	0.40319222
896	0.359998909	0.633474299	0.399652282	0.504236786	0.416705997	0.320437832	0.487081198	0.450052197	0.40297294
897	0.359854597	0.633237101	0.399600094	0.503983267	0.416602388	0.320380204	0.486744335	0.449937576	0.402864164
898	0.359803342	0.633117478	0.399592401	0.503752587	0.416585533	0.32038535	0.486485006	0.449874245	0.402870345
899	0.359800245	0.63307369	0.399605344	0.50355154	0.416607556	0.32040989	0.486306113	0.449834858	0.402900207
900	0.359792996	0.633020969	0.399606522	0.503414908	0.416614461	0.320423423	0.48619258	0.449782159	0.402888539
901	0.359745513	0.63291239	0.399568492	0.50332469	0.416545891	0.320399986	0.486100314	0.449704003	0.402820316
902	0.359639676	0.632719709	0.399489708	0.503229003	0.416388526	0.320333543	0.485998465	0.449568757	0.40269489
903	0.359473079	0.632412536	0.399374545	0.503114673	0.41617436	0.320212541	0.485888841	0.449385169	0.402513269
904	0.35927102	0.632065119	0.399219517	0.502990012	0.415913302	0.320047408	0.485728179	0.449176025	0.402269356
905	0.3590408	0.631666679	0.399029328	0.50282423	0.415608078	0.319848772	0.485488088	0.448926334	0.401961002
906	0.358768492	0.631179908	0.398809489	0.50259403	0.415263657	0.319627304	0.485185908	0.448633689	0.401623438
907	0.358489308	0.630703117	0.398572366	0.502338711	0.414923897	0.319397867	0.484805419	0.448322188	0.401292226
908	0.358232165	0.63028992	0.398341059	0.502034303	0.41462424	0.319200463	0.484395207	0.448030689	0.400985543
909	0.358008385	0.629924861	0.398127434	0.501681588	0.414373161	0.319038967	0.483989424	0.447764179	0.400731722
910	0.357812372	0.629574755	0.397918756	0.501315123	0.414134334	0.318864907	0.483573725	0.447510269	0.400498725
911	0.357614734	0.629215037	0.397700568	0.500937094	0.413867747	0.3186663	0.483158311	0.4472495	0.400238147
912	0.357391476	0.628826063	0.397468925	0.50055985	0.413577172	0.318462246	0.482752583	0.44695511	0.399940488
913	0.357139456	0.628428875	0.397224718	0.500160477	0.413273251	0.318262147	0.48235041	0.446632966	0.39962658
914	0.356877016	0.628011533	0.396963295	0.499752602	0.412955268	0.318060548	0.481948306	0.446296317	0.399309974
915	0.356595317	0.62754318	0.396690565	0.499334416	0.412616439	0.317839027	0.481553348	0.445934195	0.398974162
916	0.356288976	0.62705458	0.396394024	0.498899497	0.412210454	0.317596289	0.481134693	0.445533828	0.398594512
917	0.355941734	0.626477888	0.396056398	0.498424936	0.411714305	0.317330241	0.480690828	0.445063673	0.39816244
918	0.355541083	0.625773311	0.395630433	0.497893278	0.411147844	0.316997825	0.480203432	0.444518791	0.397661932
919	0.35508004	0.624974041	0.395108129	0.497311236	0.410517577	0.316593349	0.479618547	0.443891614	0.39708055
920	0.354523422	0.624018628	0.394512033	0.496610694	0.409784301	0.316145062	0.478945021	0.443174818	0.396396949
921	0.353873555	0.622880407	0.393832079	0.495799998	0.408910176	0.315619535	0.478178852	0.442384267	0.395602125
922	0.353131599	0.621542057	0.393053805	0.494900404	0.407894736	0.314967075	0.477240382	0.441497703	0.394671265
923	0.352274069	0.620010113	0.392166987	0.493874306	0.406745504	0.314198169	0.476116024	0.440491809	0.393589664
924	0.351277501	0.618289238	0.391165982	0.492696655	0.40546316	0.313348093	0.474841616	0.439346813	0.392388666
925	0.350167051	0.616349613	0.390052386	0.491405456	0.404014152	0.312417242	0.47339692	0.438098387	0.39106365
926	0.348949879	0.614200185	0.388840838	0.490004961	0.4024031	0.311406831	0.471774206	0.436767788	0.389608208
927	0.34760964	0.611888419	0.387557214	0.488439149	0.400684858	0.310314032	0.469992673	0.435341689	0.388023804
928	0.346243027	0.609449358	0.386167013	0.486701697	0.398830444	0.309082463	0.468035992	0.433846941	0.386336965
929	0.34483348	0.60695866	0.384663115	0.484756271	0.396908871	0.307769712	0.465936371	0.43226218	0.384606165
930	0.343353229	0.60444299	0.383071055	0.482545474	0.395007775	0.306411207	0.463695234	0.430550466	0.382874674
931	0.341835816	0.60188463	0.381483889	0.480057418	0.393151007	0.305041117	0.461288743	0.428674779	0.381176004
932	0.34032696	0.59934238	0.379888448	0.477288316	0.391288792	0.303652972	0.458779814	0.426679315	0.379470577
933	0.338833461	0.596853858	0.378243326	0.474351642	0.389376353	0.30223076	0.456221641	0.424617009	0.377741966
934	0.337311446	0.594369587	0.376534311	0.471371657	0.387402336	0.300779933	0.453615658	0.422480912	0.375949264
935	0.335718149	0.591771876	0.374760469	0.468433064	0.385365319	0.299311991	0.451039668	0.420264946	0.374008189
936	0.334042118	0.588981889	0.372950175	0.465624453	0.383236783	0.297837004	0.44854113	0.417991775	0.371986253
937	0.332333245	0.586008589	0.371122995	0.463051054	0.380992389	0.296348204	0.44611609	0.415740962	0.369894518
938	0.330625447	0.582981775	0.369280275	0.460722593	0.378667184	0.294873125	0.443802578	0.413561826	0.367721033
939	0.328921472	0.57993087	0.367435636	0.458547694	0.376343361	0.293449966	0.44156737	0.411433295	0.365499541
940	0.327276623	0.576793361	0.365530608	0.456442241	0.373961477	0.291972838	0.439316044	0.40932075	0.36328881
941	0.325587974	0.573551818	0.363546436	0.454256711	0.371538354	0.290427999	0.436990898	0.407125161	0.361124587
942	0.32376255	0.570235503	0.361486955	0.451842309	0.369072358	0.288828581	0.434516913	0.40479473	0.358943671
943	0.321851445	0.56675738	0.359369585	0.449158412	0.366538623	0.28712445	0.43181111	0.402315457	0.356678297
944	0.319879493	0.563139704	0.357101684	0.446166303	0.363876333	0.285277785	0.428875362	0.399698213	0.354281497
945	0.317812903	0.559385983	0.354638861	0.442909259	0.361059285	0.283299585	0.425704806	0.396911694	0.351778624
946	0.315588453	0.555413238	0.352051306	0.439421735	0.358093666	0.281212374	0.42236883	0.393957399	0.349063821
947	0.313209365	0.551167447	0.349320531	0.435758798	0.354999756	0.279008134	0.418882399	0.390839236	0.346131318
948	0.310715032	0.54669183	0.346441732	0.431993679	0.351758144	0.276685621	0.415247142	0.387574469	0.343109247
949	0.308150395	0.54208322	0.343458511	0.428158019	0.348341909	0.274278801	0.411583127	0.384195709	0.339974655
950	0.305529884	0.537403321	0.3404438	0.424339196	0.344832617	0.27186275	0.407925389	0.380765986	0.336707879
951	0.302873374	0.532667325	0.337449614	0.420516316	0.3413417	0.269488913	0.404239987	0.377277074	0.333394853
952	0.300264171	0.527947266	0.334453704	0.41666872	0.337868099	0.267104556	0.400526964	0.373749528	0.330138849
953	0.297737097	0.523340212	0.331487833	0.41280603	0.33441715	0.264752995	0.396884413	0.370281701	0.326976499
954	0.295213583	0.518920601	0.328592764	0.409031079	0.331060938	0.262454311	0.393365352	0.36696729	0.32382929
955	0.292774467	0.514644234	0.32582382	0.405463271	0.327870936	0.260206779	0.389963504	0.363840306	0.3207617
956	0.290545122	0.510597265	0.323198914	0.402099927	0.32489056	0.258092589	0.38670265	0.360904045	0.317956566
957	0.288495978	0.506857664	0.320783871	0.398961672	0.322164193	0.256159273	0.383714332	0.358187007	0.315396341
958	0.286631926	0.503457315	0.318641574	0.396098346	0.319711604	0.254415378	0.38105918	0.355729364	0.313031045
959	0.285005684	0.500448634	0.31669871	0.393566885	0.317524066	0.252844171	0.378679013	0.35353095	0.310962139
960	0.283587914	0.497824659	0.314964523	0.391338965	0.31556818	0.251473306	0.376585668	0.351583083	0.309225914
961	0.282364533	0.495506892	0.313475664	0.389401773	0.313886168	0.250293561	0.37482907	0.34983867	0.307743804
962	0.281311714	0.493482395	0.312216097	0.387784596	0.312495928	0.249292338	0.373341267	0.348308695	0.306484
963	0.280429626	0.49182095	0.311110153	0.386400235	0.311290842	0.248431392	0.372063908	0.346988857	0.305445258
964	0.279689788	0.490418016	0.310119826	0.385162367	0.310213497	0.247670528	0.370954974	0.345835042	0.304564814
965	0.279031811	0.489184609	0.309243921	0.38408363	0.309250808	0.247002089	0.370049601	0.344860188	0.303801342
966	0.278372666	0.488046138	0.308451506	0.383213656	0.308401169	0.246368566	0.369290993	0.344034293	0.303074266
967	0.277765064	0.486959624	0.307729261	0.38249893	0.307603343	0.245806547	0.368596447	0.343301458	0.302359605
968	0.277227491	0.485908263	0.307107592	0.381824313	0.306817368	0.245316732	0.367939001	0.342636047	0.301695648
969	0.276709224	0.484899835	0.306573517	0.381202778	0.306071281	0.244866884	0.367363455	0.342041776	0.301006608
970	0.276277686	0.483985158	0.306054184	0.380665017	0.305396197	0.244446951	0.366824371	0.341510059	0.300346932
971	0.275917809	0.483202815	0.305572882	0.380138372	0.304776104	0.244045361	0.366263129	0.341025501	0.29978736
972	0.275589719	0.482544903	0.305174734	0.379641494	0.304235783	0.243705659	0.365736506	0.340568232	0.299309013
973	0.275312799	0.48198615	0.304850753	0.379202579	0.303821216	0.243418937	0.365287238	0.340123199	0.298878313
974	0.275085592	0.481567142	0.304565636	0.378771378	0.303472402	0.243174908	0.364889864	0.339746986	0.298552147
975	0.274921187	0.481299535	0.304339299	0.378410074	0.303202028	0.242941128	0.364585502	0.339439203	0.298370396
976	0.274792973	0.481061617	0.304177495	0.378124135	0.303026664	0.24272331	0.364353521	0.339165615	0.298233153
977	0.274675845	0.480872836	0.304055778	0.377926458	0.30292802	0.242569726	0.364211169	0.338953955	0.298099602
978	0.274568673	0.480786381	0.303958462	0.377844515	0.302901281	0.242517687	0.364195695	0.33882689	0.297996662
979	0.274512383	0.480798939	0.303892799	0.37781655	0.302873406	0.242518409	0.364234732	0.338797659	0.297949613
980	0.274510211	0.48089545	0.303901095	0.377833326	0.302870515	0.242529943	0.364344365	0.338858465	0.297988073
981	0.274598042	0.481074209	0.303969082	0.377978257	0.302968258	0.242605558	0.364571543	0.338973326	0.298079988
982	0.274763846	0.481359878	0.30403192	0.378224678	0.303137887	0.242754861	0.364842053	0.339168528	0.298233154
983	0.274925758	0.481753146	0.30413875	0.378495463	0.303333744	0.242941771	0.365166561	0.33941572	0.298449027
984	0.275081509	0.482228416	0.304308866	0.378849769	0.30356702	0.243155656	0.365577076	0.339691251	0.298671858
985	0.27528778	0.482764201	0.304534936	0.37929687	0.303836585	0.243365946	0.365970077	0.340014715	0.298896374
986	0.275500659	0.483319865	0.304842275	0.379741984	0.304137856	0.24359417	0.366397539	0.340398301	0.299193694
987	0.275735101	0.483862187	0.305261285	0.380240363	0.304511232	0.243842056	0.366923145	0.340792522	0.299594377
988	0.275994602	0.484377528	0.305745746	0.380782451	0.304907434	0.244131703	0.367487732	0.341194427	0.300022857
989	0.276273677	0.484953251	0.306240291	0.381383078	0.30528921	0.244462515	0.36807448	0.34165507	0.300391875
990	0.276631463	0.485621162	0.306737893	0.382017679	0.305688809	0.244837075	0.368743211	0.342171545	0.300833386
991	0.277044145	0.486324973	0.307210366	0.38260271	0.306070812	0.245182932	0.369390361	0.342716063	0.301379294
992	0.277481405	0.487130222	0.307711647	0.383255686	0.306536382	0.245555335	0.370060153	0.343328632	0.302006989
993	0.277983	0.487960765	0.308268838	0.383996701	0.307108068	0.246059709	0.370865547	0.343976253	0.302581447
994	0.278549747	0.488863061	0.308850375	0.384795022	0.307759877	0.246601468	0.371714403	0.344682075	0.303180204
995	0.279168484	0.489881702	0.309497208	0.385662947	0.308511678	0.247174177	0.372657997	0.345444099	0.303847289
996	0.27978338	0.490908186	0.310140015	0.386514704	0.309280413	0.247690734	0.373539031	0.34617773	0.304518245
997	0.28042281	0.49196106	0.310803278	0.387381261	0.310069792	0.248168887	0.374338852	0.346910047	0.305191318
998	0.281016314	0.493019927	0.311519598	0.388210634	0.310869178	0.248664801	0.37517392	0.347648376	0.305917754
999	0.281589591	0.494073627	0.31227592	0.389049019	0.311681546	0.2491812	0.376029211	0.348388202	0.306715119
1000	0.282179017	0.495162075	0.313050133	0.389946393	0.312498597	0.249713886	0.37689187	0.349147006	0.307548354
1001	0.282796181	0.496340052	0.313826152	0.39091747	0.313306051	0.250254141	0.377779298	0.349959479	0.308362054
1002	0.283466679	0.497575773	0.314613536	0.391924606	0.314130781	0.250823695	0.378719866	0.350808777	0.309241402
1003	0.284129449	0.498881829	0.315400714	0.392964506	0.314995116	0.251420543	0.379679488	0.35171653	0.310184628
1004	0.284806227	0.500324491	0.316247683	0.394115631	0.31596331	0.252098782	0.380727903	0.352749249	0.311188298
1005	0.285567088	0.501818106	0.317178848	0.395346215	0.317023338	0.252890964	0.381942085	0.353853636	0.312182714
1006	0.286411191	0.503402465	0.318195628	0.396671256	0.318185947	0.253709882	0.383248763	0.355025257	0.313253778
1007	0.287304824	0.505051946	0.319264304	0.398060641	0.31941469	0.254577496	0.384619123	0.356255737	0.31438299
1008	0.288186802	0.506675685	0.320313409	0.399431468	0.320629041	0.255438197	0.385963036	0.357464859	0.315519588
1009	0.289102691	0.50834082	0.321392753	0.40084184	0.321868252	0.256329398	0.387341929	0.358697641	0.31669036
1010	0.290047965	0.510047158	0.322494182	0.402282819	0.323131415	0.257243445	0.388745126	0.359951761	0.317886216
1011	0.291019367	0.511791118	0.323613971	0.40375113	0.32441917	0.258178078	0.390162364	0.361225816	0.319099328
1012	0.292008403	0.513576241	0.324755013	0.405251347	0.325726108	0.259129218	0.39160086	0.362517906	0.320323539
1013	0.293005277	0.515391385	0.325913252	0.406779279	0.327045032	0.260080388	0.393057676	0.363826349	0.321553108
1014	0.294017218	0.517246055	0.327089014	0.408334143	0.328384767	0.261044571	0.394539404	0.365151703	0.322794942
1015	0.295043194	0.519149325	0.328281504	0.409907133	0.329746348	0.262027851	0.396047524	0.366491403	0.32405129
1016	0.2960883	0.521083299	0.329495286	0.41149286	0.331126635	0.263022573	0.397584921	0.367850646	0.325321481
1017	0.297153114	0.523040677	0.330729879	0.41308751	0.332529546	0.264031212	0.399155782	0.369234212	0.326609755
1018	0.298235644	0.524997803	0.331981602	0.414694045	0.333943612	0.26505583	0.40075444	0.370637702	0.327910252
1019	0.299322483	0.526943189	0.333244923	0.416311143	0.335357586	0.266087391	0.402362749	0.372051418	0.329213602
1020	0.300415321	0.528894244	0.334517324	0.417946399	0.336772972	0.267126195	0.403984617	0.37347391	0.330528533
1021	0.301507437	0.530846278	0.335788222	0.419587173	0.338185336	0.268167007	0.405604074	0.374899467	0.331849881
1022	0.30259303	0.532803448	0.337051382	0.421222581	0.339600568	0.269207978	0.407219492	0.376327839	0.333177305
1023	0.303672206	0.53477209	0.338312291	0.422858274	0.341015945	0.270249898	0.408831319	0.377760937	0.334514678
1024	0.304739389	0.53674622	0.339580274	0.424504988	0.342431329	0.271289623	0.410443116	0.379199665	0.335853403
1025	0.305802037	0.538722598	0.340856672	0.426160693	0.343854677	0.272328034	0.412056205	0.380643977	0.337201794
1026	0.306868753	0.540708822	0.342144112	0.427829914	0.345292291	0.27337515	0.413677912	0.382094362	0.338567296
1027	0.307933231	0.542700525	0.343431627	0.429505232	0.346739223	0.274421387	0.415295148	0.383542031	0.339934949
1028	0.309004889	0.544687656	0.344721323	0.431177931	0.34819704	0.275459878	0.41690872	0.384989663	0.341303797
1029	0.310078547	0.546667425	0.346004572	0.432856545	0.34965115	0.276489365	0.41851936	0.386435707	0.342666322
1030	0.311146651	0.548630484	0.347272586	0.434538055	0.351086332	0.27750668	0.420118833	0.387873026	0.344008725
1031	0.312204246	0.550569705	0.348527795	0.436217956	0.352496803	0.278510913	0.421707381	0.389302099	0.345329381
1032	0.313255878	0.552511693	0.349768543	0.437895618	0.353887857	0.27950369	0.42328613	0.390721977	0.346640611
1033	0.314298972	0.554451132	0.350988889	0.439557522	0.355263157	0.280489575	0.424849003	0.392127574	0.347932481
1034	0.315331824	0.55638797	0.352195535	0.441199983	0.356631142	0.281474147	0.426403248	0.393528634	0.349215159
1035	0.316351618	0.558318095	0.353390794	0.442825063	0.35799143	0.282450787	0.427935791	0.394921984	0.350488111
1036	0.317356711	0.560214515	0.354568299	0.444428039	0.359346705	0.283419685	0.429446507	0.396306007	0.351742275
1037	0.318349778	0.562069998	0.355733142	0.44600414	0.360698008	0.284381373	0.430941552	0.39767883	0.352991148
1038	0.31933052	0.563883945	0.356888296	0.447534793	0.362041131	0.285327701	0.432413335	0.399029444	0.354227944
1039	0.320301701	0.565669283	0.358026906	0.449020897	0.363372717	0.286255023	0.433855037	0.400351988	0.35543907
1040	0.32126305	0.567417875	0.359151128	0.450470023	0.364685325	0.287163816	0.435272796	0.401647395	0.356628532
1041	0.32221204	0.569127626	0.360261091	0.451890858	0.365962318	0.288050806	0.436669501	0.402914544	0.35779112
1042	0.323141301	0.570794842	0.361343471	0.453285817	0.367210738	0.288922293	0.438040941	0.4041597	0.358930079
1043	0.324052183	0.572421128	0.362401691	0.454661108	0.368425768	0.289782139	0.43939273	0.405385208	0.360049988
1044	0.324940123	0.57401817	0.36342847	0.456009428	0.369612952	0.290624849	0.4407178	0.406584013	0.361156892
1045	0.32580037	0.575583868	0.364421977	0.45733155	0.370772043	0.29145507	0.442008489	0.407752951	0.362242426
1046	0.326632342	0.577137264	0.365388693	0.458643759	0.371907098	0.292272294	0.443262459	0.408891075	0.363311834
1047	0.327428613	0.578658216	0.366323655	0.459930568	0.373012931	0.293067069	0.444469915	0.409984722	0.364358272
1048	0.328193254	0.580123696	0.367227172	0.461188752	0.374085781	0.293841805	0.445641627	0.411034521	0.365377356
1049	0.328936587	0.581533613	0.368113603	0.462422354	0.375125321	0.294591698	0.446781022	0.412041553	0.366371191
1050	0.32966198	0.582879748	0.368989179	0.463603133	0.376130328	0.295310652	0.447880866	0.413003995	0.367324298
1051	0.330381824	0.584174895	0.369853933	0.464741724	0.377100492	0.296004248	0.44895366	0.413935895	0.368225985
1052	0.331092218	0.585414393	0.370700061	0.46584396	0.378029335	0.296671155	0.449995658	0.414841544	0.369078732
1053	0.331781034	0.586602114	0.371514988	0.466896636	0.378921321	0.297311666	0.45100101	0.415721115	0.369888242
1054	0.332441914	0.587737488	0.37228602	0.467910113	0.379784876	0.29793501	0.45197068	0.416582893	0.370665024
1055	0.333066342	0.588824118	0.373020621	0.46888729	0.380615053	0.298535145	0.452898514	0.417416734	0.37142073
1056	0.333647888	0.58986852	0.373708704	0.469807875	0.381413664	0.299115217	0.45377662	0.418212405	0.372165137
1057	0.334190949	0.590881551	0.374363563	0.470676553	0.382171694	0.299680931	0.454603953	0.418969641	0.372891163
1058	0.334701595	0.591869634	0.374994452	0.471497845	0.382890511	0.300230737	0.455381426	0.419682883	0.373596175
1059	0.335175936	0.592820056	0.375598875	0.472258797	0.38356399	0.300755716	0.456113579	0.420346338	0.374275354
1060	0.335629246	0.593724038	0.376177609	0.47296191	0.384191103	0.30125662	0.45680476	0.420961945	0.374922859
1061	0.336065609	0.594561324	0.376735642	0.473621128	0.384773551	0.301720892	0.45745615	0.421537942	0.375521733
1062	0.336484041	0.595320345	0.377267867	0.474223334	0.385313893	0.302143253	0.458065071	0.422077517	0.37606162
1063	0.336891824	0.596008265	0.377769051	0.474776034	0.385813787	0.302528027	0.4586374	0.422583762	0.376541429
1064	0.337273449	0.596623229	0.378230274	0.475292615	0.386274882	0.302871655	0.459170619	0.423050138	0.376965948
1065	0.337623878	0.597170243	0.37864065	0.475761605	0.386707101	0.30318102	0.459664322	0.423469474	0.37734774
1066	0.337942053	0.597654286	0.379008124	0.476188703	0.387106979	0.303452328	0.460120539	0.423847905	0.377693559
1067	0.338217918	0.598082154	0.37933621	0.476570742	0.387474321	0.30368542	0.460533179	0.424181875	0.378011804
1068	0.338460073	0.598454399	0.379618733	0.476895409	0.387807056	0.303898461	0.460894893	0.42447569	0.378302527
1069	0.338665616	0.598767948	0.379864517	0.477169352	0.388088793	0.304088372	0.461203539	0.424736589	0.378554533
1070	0.338832791	0.599029279	0.380074014	0.477390363	0.388321409	0.304262475	0.461458569	0.424953926	0.378768604
1071	0.338966126	0.59924038	0.380246508	0.477557186	0.388504117	0.304422546	0.461651133	0.42512586	0.378943258
1072	0.339075854	0.599393887	0.380381633	0.477673025	0.388633691	0.304571003	0.461777325	0.425251906	0.379074977
1073	0.339153573	0.599479847	0.380485108	0.477749067	0.388709947	0.304691554	0.461835679	0.425336991	0.379159523
1074	0.339199106	0.599506761	0.38055517	0.47777679	0.388744913	0.304787162	0.4618257	0.425381691	0.379200436
1075	0.339209704	0.599476133	0.380594102	0.477764612	0.388739419	0.304854326	0.461754435	0.425385241	0.379199769
1076	0.339175833	0.599393301	0.380595354	0.477723151	0.388699088	0.30488597	0.461643394	0.425343247	0.379163351
1077	0.339108262	0.599266888	0.380559764	0.477636284	0.388631768	0.304884323	0.461496754	0.425255467	0.379094372
1078	0.338998374	0.599106505	0.38049353	0.477492569	0.388529576	0.304834722	0.46132162	0.425129107	0.378992002
1079	0.338851246	0.598912212	0.38039045	0.477294422	0.388388085	0.304741256	0.461123891	0.424963977	0.378858874
1080	0.338679465	0.598670219	0.380253345	0.477047524	0.388203556	0.304609334	0.460896506	0.424759952	0.378687824
1081	0.338472611	0.598387458	0.380085746	0.476745417	0.38796252	0.304437495	0.46064174	0.424517111	0.378470165
1082	0.338245435	0.598052056	0.379880437	0.476388842	0.387675632	0.304247811	0.460353462	0.424229269	0.378207037
1083	0.338007372	0.597636367	0.379641387	0.475987784	0.387351013	0.304045522	0.460019565	0.423897656	0.377899945
1084	0.337754031	0.597145817	0.379369533	0.475540594	0.386988029	0.303831593	0.459637322	0.423525362	0.37755446
1085	0.337485931	0.596578278	0.379057599	0.475049185	0.386590744	0.303594863	0.459191625	0.423119951	0.377174508
1086	0.337194787	0.595945893	0.378704503	0.474519307	0.386161786	0.303332774	0.458686479	0.422686814	0.376759841
1087	0.336877179	0.595258522	0.37831093	0.4739676	0.385701198	0.303038025	0.458128639	0.4222299	0.376316012
1088	0.336529913	0.594533351	0.37788233	0.473385141	0.3852057	0.302714764	0.457533386	0.421744643	0.375849669
1089	0.336155563	0.593780315	0.377427755	0.472764008	0.384680351	0.302363685	0.456900783	0.421231924	0.37536207
1090	0.335749037	0.59301469	0.376953304	0.472103113	0.384117163	0.301989441	0.456239123	0.420687212	0.37485309
1091	0.335322279	0.592234594	0.376461653	0.471405889	0.383518717	0.301599092	0.455548074	0.420105392	0.37432461
1092	0.334876604	0.5914303	0.37595861	0.470667463	0.382889233	0.301190374	0.454826532	0.419489308	0.373763035
1093	0.334412388	0.590604628	0.375439422	0.469887937	0.382229916	0.300777344	0.454076356	0.418851267	0.373168049
1094	0.333943372	0.589735288	0.374902165	0.469080288	0.381559264	0.300359905	0.453295863	0.418197557	0.372548807
